952$p,100$a,245$a,440$v,260$b,260$c,300$a,082$a,041$h,003,040$c),650$a,365$b,365$c,923$d,923$n,942$c,952$c,952$8,952$e,952$1
LG032016,Hwang K./Briggs,Computer Architecture and Parallel Processing,,Mcgraw Hill,1984,846,004,eng,LGGRANT,LGGRANT,Computer Science,347.98,INR,15/03/2000,2538,BK,General Section,NFIC,APS,
LG032017,Hwang K./Briggs,Computer Architecture and Parallel Processing,,Mcgraw Hill,1984,846,004,eng,LGGRANT,LGGRANT,Computer Science,347.98,INR,15/03/2000,2538,BK,General Section,NFIC,APS,
LG032018,Hwang K./Briggs,Computer Architecture and Parallel Processing,,Mcgraw Hill,1984,846,004,eng,LGGRANT,LGGRANT,Computer Science,347.98,INR,15/03/2000,2538,BK,General Section,NFIC,APS,
LG032019,Hwang K./Briggs,Computer Architecture and Parallel Processing,,Mcgraw Hill,1984,846,004,eng,LGGRANT,LGGRANT,Computer Science,347.98,INR,15/03/2000,2538,BK,General Section,NFIC,APS,
LG032020,"Carlson, A.B.",Communication Systems,,Mcgraw Hill,1986,686,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  Engineering,401.85,INR,15/03/2000,2538,BK,General Section,NFIC,APS,
LG032021,"Carlson, A.B.",Communication Systems,,Mcgraw Hill,1986,686,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  Engineering,401.85,INR,15/03/2000,2538,BK,General Section,NFIC,APS,
LG032022,"Oppenneim , A.V.",Digital Signal Processing,,Prentice Hall of India,1999,585,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  Engineering,175,INR,15/03/2000,2538,BK,General Section,NFIC,APS,
LG032023,"Oppenneim , A.V.",Digital Signal Processing,,Prentice Hall of India,1999,585,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  Engineering,175,INR,15/03/2000,2538,BK,General Section,NFIC,APS,
LG032024,"Oppenneim , A.V.",Digital Signal Processing,,Prentice Hall of India,1999,585,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  Engineering,175,INR,15/03/2000,2538,BK,General Section,NFIC,APS,
LG032025,"Gopal, M.",Modern Control System Theory,,New age Publication,1996,688,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  Engineering,175,INR,15/03/2000,2538,BK,General Section,NFIC,APS,
LG032026,"Hassoun , M.H.",Fundamentals of Artificial Neural Networks,,Prentice Hall of India,1998,511,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  Engineering,295,INR,15/03/2000,2539,BK,General Section,NFIC,APS,
LG032027,"Bose, N.K.",Neural Network Fundamental with Graphs Algorithms and Application,,Tata Mcgraw Hill,1998,478,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  Engineering,175,INR,15/03/2000,2539,BK,General Section,NFIC,APS,
LG032028,"Malvino , Albert",Electronic Principles,,Tata Mcgraw Hill,1999,1012,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  Engineering,350,INR,15/03/2000,2539,BK,General Section,NFIC,APS,
LG032030,"Boylestad , R.L.& Nashelsky",Electronic Devices and Circuits Theory,,Prentice Hall of India,2000,950,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  Engineering,295,INR,15/03/2000,2539,BK,General Section,NFIC,APS,
LG032031,"Ogata, K.",Modern Control Engineering,,Prentice Hall of India,1999,997,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  Engineering,225,INR,15/03/2000,2539,BK,General Section,NFIC,APS,
LG032032,"Ogata, K.",Modern Control Engineering,,Prentice Hall of India,1999,997,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  Engineering,225,INR,15/03/2000,2539,BK,General Section,NFIC,APS,
LG032033,"Gaonkar , R.S.",Microprocessor Architecture Programming and Application,,PRI,1997,735,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  Engineering,225,INR,15/03/2000,2539,BK,General Section,NFIC,APS,
LG032034,"Gaonkar , R.S.",Microprocessor Architecture Programming and Application,,PRI,1997,735,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  Engineering,225,INR,15/03/2000,2539,BK,General Section,NFIC,APS,
LG032035,"Singh, S.N.",A Text book of Power Electronics,,Dhanpat Rai,2000,-,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  Engineering,140,INR,15/03/2000,2539,BK,General Section,NFIC,APS,
LG032036,"Singh, S.N.",A Text book of Power Electronics,,Dhanpat Rai,2000,-,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  Engineering,140,INR,15/03/2000,2539,BK,General Section,NFIC,APS,
LG032037,"Bimbhara ,P.S.",Power Electronics,,Khanna Publication,1999,583,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  Engineering,130,INR,15/03/2000,2539,BK,General Section,NFIC,APS,
LG032038,"Bimbhara ,P.S.",Power Electronics,,Khanna Publication,1999,583,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  Engineering,130,INR,15/03/2000,2539,BK,General Section,NFIC,APS,
LG032039,"Vickery , C.",Unix Shell Programmers with CD,,Addission wesley,1999,596,004,eng,LGGRANT,LGGRANT,Computer Science,581.45,INR,15/03/2000,2540,BK,General Section,NFIC,APS,
LG032040,"Hoffer , J.A.",Modern Database Management,,Addission wesley,2000,622,004,eng,LGGRANT,LGGRANT,Computer Science,314.3,INR,15/03/2000,2540,BK,General Section,NFIC,APS,
LG032041,"Murphy , P.A.",Electronic Commerce,,Jaico,1999,316,004,eng,LGGRANT,LGGRANT,Computer Science,190,INR,15/03/2000,2540,BK,General Section,NFIC,APS,
LG032042,"Shurety, S.",E- Business Net Commerce With Disk,,Awl Wesley,1999,718,004,eng,LGGRANT,LGGRANT,Computer Science,401.85,INR,15/03/2000,2540,BK,General Section,NFIC,APS,
LG032043,"Sedgewick , R.",Algorithms in C part -1-4,,Awl Wesley,1999,702,004,eng,LGGRANT,LGGRANT,Computer Science,446.75,INR,15/03/2000,2540,BK,General Section,NFIC,APS,
LG032044,"Jordan , H.F.",Computer Systems Design and Architecture,,Awl Wesley,1999,571,004,eng,LGGRANT,LGGRANT,Computer Science,267.15,INR,15/03/2000,2540,BK,General Section,NFIC,APS,
LG032045,"Whinston , P.H.",Artificial Intelligence,,Awl Wesley,1999,737,004,eng,LGGRANT,LGGRANT,Computer Science,372.65,INR,15/03/2000,2540,BK,General Section,NFIC,APS,
LG032046,Aho/ Ullman,The Design and ananlysis of computer Algorithms,,Awl Wesley,1999,470,004,eng,LGGRANT,LGGRANT,Computer Science,235.7,INR,15/03/2000,2540,BK,General Section,NFIC,APS,
LG032047,"Whinston , P.H.",Frontiers Electronic Commerce,,Awl Wesley,1999,849,004,eng,LGGRANT,LGGRANT,Computer Science,291.85,INR,15/03/2000,2540,BK,General Section,NFIC,APS,
LG032049,"Lippman , S.B.",C++ Primer,,Awl Wesley,1998,1237,004,eng,LGGRANT,LGGRANT,Computer Science,446.75,INR,15/03/2000,2544,BK,General Section,NFIC,APS,
LG032050,"Stroustrup , B.",C++ Programming Language,,Awl Wesley,1998,910,004,eng,LGGRANT,LGGRANT,Computer Science,572.5,INR,15/03/2000,2544,BK,General Section,NFIC,APS,
LG032051,"Kolste, B.",Oracle Power Object Handbook,,Tata Mcgraw Hill,1997,567,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,325,INR,15/03/2000,2544,BK,General Section,NFIC,APS,
LG032052,"Keiser, G.E.",Local Area Networks,,Tata Mcgraw Hill,1997,420,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,225,INR,15/03/2000,2544,BK,General Section,NFIC,APS,
LG032053,"Hayes, J.P.",Computer Architectures and Organization,,Mcgraw Hill,1998,604,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,581.45,INR,15/03/2000,2544,BK,General Section,NFIC,APS,
LG032054,"Sawhney, A.K.",A.C. in Electrical Machine Design,,D.R. & Co,1999,919,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,150,INR,27/03/2000,25,BK,General Section,NFIC,NBH,
LG032055,"Sawhney, A.K.",A.C. in Electrical Machine Design,,D.R. & Co,1999,919,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,150,INR,27/03/2000,25,BK,General Section,NFIC,NBH,
LG032056,Partap,Modern Electric Traction,,D.R. & Co,1998,760,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,90,INR,27/03/2000,25,BK,General Section,NFIC,NBH,
LG032057,Partap,Modern Electric Traction,,D.R. & Co,1998,760,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,90,INR,27/03/2000,25,BK,General Section,NFIC,NBH,
LG032058,"Rao , E.",Testing Commissioning Operation & maintenance of Electrical Equipment,,Khanna Publication,1996,1363,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,165,INR,27/03/2000,25,BK,General Section,NFIC,NBH,
LG032059,"Mittle, V.N.",Design of Electrical Machines,,S.P.D,1996,615,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,140,INR,27/03/2000,25,BK,General Section,NFIC,NBH,
LG032060,"Mittle, V.N.",Design of Electrical Machines,,S.P.D,1996,615,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,140,INR,27/03/2000,25,BK,General Section,NFIC,NBH,
LG032061,"Rai , G.D.",Non Conventional Energy Sources,,Khanna Publication,1999,644,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,130,INR,27/03/2000,25,BK,General Section,NFIC,NBH,
LG032062,"Rai , G.D.",Solar Energy Utilization,,Khanna Publication,1999,644,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,80,INR,27/03/2000,25,BK,General Section,NFIC,NBH,
LG032063,"Rai , G.D.",Solar Energy Utilization,,Khanna Publication,1999,644,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,80,INR,27/03/2000,25,BK,General Section,NFIC,NBH,
LG032064,"Rao, S.",EHV AC & HVDC Transmission Engineering,,Khanna Publication,1996,1176,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,175,INR,27/03/2000,25,BK,General Section,NFIC,NBH,
LG032065,"Bimbhara ,P.S.",Electrical Machinery,,Khanna Publication,1998,1182,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,140,INR,27/03/2000,25,BK,General Section,NFIC,NBH,
LG032066,"Bimbhara ,P.S.",Electrical Machinery,,Khanna Publication,1998,1182,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,140,INR,27/03/2000,25,BK,General Section,NFIC,NBH,
LG032067,"Bimbhara ,P.S.",Electrical Machinery,,Khanna Publication,1998,1182,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,140,INR,27/03/2000,25,BK,General Section,NFIC,NBH,
LG032068,"Bimbhara ,P.S.",Library Grantized Theory of Electric Machines,,Khanna Publication,1999,1151,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,145,INR,27/03/2000,25,BK,General Section,NFIC,NBH,
LG032069,"Bimbhara ,P.S.",Library Grantized Theory of Electric Machines,,Khanna Publication,1999,1151,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,145,INR,27/03/2000,25,BK,General Section,NFIC,NBH,
LG032070,"Bimbhara ,P.S.",Library Grantized Theory of Electric Machines,,Khanna Publication,1999,1151,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,145,INR,27/03/2000,25,BK,General Section,NFIC,NBH,
LG032071,Uppal,ECF. Wiring Estimation & Costing,,Khanna Publication,1999,836,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,100,INR,27/03/2000,25,BK,General Section,NFIC,NBH,
LG032072,Uppal,ECF. Wiring Estimation & Costing,,Khanna Publication,1999,836,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,100,INR,27/03/2000,25,BK,General Section,NFIC,NBH,
LG032073,"Bimbhara ,P.S.",Power Electronics,,Khanna Publication,1999,467,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,100,INR,27/03/2000,25,BK,General Section,NFIC,NBH,
LG032074,"Bimbhara ,P.S.",Power Electronics,,Khanna Publication,1999,467,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,100,INR,27/03/2000,25,BK,General Section,NFIC,NBH,
LG032076,"Basant , C.B.",Computer Aided Design and Manufacturing,,EWP,1988,410,004,eng,LGGRANT,LGGRANT,Computer Science,110,INR,27/03/2000,25,BK,General Section,NFIC,NBH,
LG032077,"Rao ,S.S.",Switchgear Production and Power Systems,,Khanna Publication,1994,1691,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,210,INR,27/03/2000,25,BK,General Section,NFIC,NBH,
LG032078,"Rao, S.S.",Switchgear Production and Power Systems,,Khanna Publication,1999,1691,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,210,INR,27/03/2000,25,BK,General Section,NFIC,NBH,
LG032079,"Sinha, S.N.",Handbook of Reinforced Concrete Design,,Tata Mcgraw Hill,1998,530,624,eng,LGGRANT,LGGRANT,Civil Engineering,595,INR,28/03/2000,2605,BK,General Section,NFIC,APS,
LG032080,"Gupta , S.P./Pandit, S.S.",Theory of Structure-I,Vol-I,Tata Mcgraw Hill,1999,679,624,eng,LGGRANT,LGGRANT,Civil Engineering,175,INR,28/03/2000,2605,BK,General Section,NFIC,APS,
LG032081,"Gupta , S.P./Pandit, S.S.",Theory of Structure-II,Vol-II,Tata Mcgraw Hill,1999,574,624,eng,LGGRANT,LGGRANT,Civil Engineering,175,INR,28/03/2000,2605,BK,General Section,NFIC,APS,
LG032083,"Iyer , Y.N.",Fiber Reinforced Structural Plastics in Civil Engineering,,Tata Mcgraw Hill,1996,510,624,eng,LGGRANT,LGGRANT,Civil Engineering,695,INR,28/03/2000,2605,BK,General Section,NFIC,APS,
LG032084,"Sincero , A.P.",Environment Engineering,,Prentice Hall of India,1999,795,624,eng,LGGRANT,LGGRANT,Civil Engineering,295,INR,28/03/2000,2605,BK,General Section,NFIC,APS,
LG032085,"Punmia, B.C.",Comprehensive R.C.C.Design,,Laxmi  Publication,1998,1168,624,eng,LGGRANT,LGGRANT,Civil Engineering,200,INR,28/03/2000,2605,BK,General Section,NFIC,APS,
LG032086,"Duggal, S.K.",Building Material,,Oxford,1998,390,624,eng,LGGRANT,LGGRANT,Civil Engineering,125,INR,28/03/2000,2605,BK,General Section,NFIC,APS,
LG032087,"Singer , F.L.",Engineering Mechanics Statics and Dynamics,,Harper,1999,731,624,eng,LGGRANT,LGGRANT,Civil Engineering,350,INR,28/03/2000,2605,BK,General Section,NFIC,APS,
LG032088,"Roy, S.K.",Fundamentals of Surveying,,Prentice Hall of India,1999,606,624,eng,LGGRANT,LGGRANT,Civil Engineering,295,INR,28/03/2000,2606,BK,General Section,NFIC,APS,
LG032089,"Mundrey, J.S.",Railway Track Engineering,,Tata Mcgraw Hill,1993,519,624,eng,LGGRANT,LGGRANT,Civil Engineering,475,INR,28/03/2000,2606,BK,General Section,NFIC,APS,
LG032091,"Varghese, P.C.",Limit State Design of Reinforce Design,,Prentice Hall of India,1999,541,624,eng,LGGRANT,LGGRANT,Civil Engineering,270,INR,28/03/2000,2606,BK,General Section,NFIC,APS,
LG032092,"Jindal , U.C.",Elementary Strength of Material,,Galgotia Publication,1998,586,624,eng,LGGRANT,LGGRANT,Civil Engineering,195,INR,28/03/2000,2606,BK,General Section,NFIC,APS,
LG032093,"Rajput, R.K",Engineering Mechanics,,Dhanpat Rai,1996,552,624,eng,LGGRANT,LGGRANT,Civil Engineering,110,INR,28/03/2000,2606,BK,General Section,NFIC,APS,
LG032094,"Dayaratnam, P.",Brick and Reinforced Brick Structures,,Oxford,1987,180,624,eng,LGGRANT,LGGRANT,Civil Engineering,64,INR,28/03/2000,2606,BK,General Section,NFIC,APS,
LG032095,U.S.D.P.,Earth Manual CBS,,CBS,1990,810,624,eng,LGGRANT,LGGRANT,Civil Engineering,100,INR,28/03/2000,2606,BK,General Section,NFIC,APS,
LG032096,"Weavers,S.R.",Matrix Analysis of Framed Structures,,CBS,1998,492,624,eng,LGGRANT,LGGRANT,Civil Engineering,120,INR,28/03/2000,2606,BK,General Section,NFIC,APS,
LG032097,Aggarwal,Railway Engineering,,Prabha,1997,611,624,eng,LGGRANT,LGGRANT,Civil Engineering,85,INR,28/03/2000,2606,BK,General Section,NFIC,APS,
LG032098,"Malik, R.S.",Civil Engineering Drawing,,NAP,1999,582,624,eng,LGGRANT,LGGRANT,Civil Engineering,112,INR,28/03/2000,2606,BK,General Section,NFIC,APS,
LG032099,Justo/Khanna Publication,Highway Engineering,,Nemchand,1998,862,624,eng,LGGRANT,LGGRANT,Civil Engineering,130,INR,28/03/2000,2607,BK,General Section,NFIC,APS,
LG032100,"Kadiyali, L.R.",Traffic Engineering Transport Planning,,Khanna Publication,1997,900,624,eng,LGGRANT,LGGRANT,Civil Engineering,135,INR,28/03/2000,2607,BK,General Section,NFIC,APS,
LG032101,Saxena,Railway Engineering,,Dhanpat Rai,1997,559,624,eng,LGGRANT,LGGRANT,Civil Engineering,75,INR,28/03/2000,2607,BK,General Section,NFIC,APS,
LG032102,"Dutta, B.N.",Estimating and Costing in Civil Engineering,,UBSPD,1999,904,624,eng,LGGRANT,LGGRANT,Civil Engineering,250,INR,28/03/2000,2607,BK,General Section,NFIC,APS,
LG032103,"Garg, S.K.",Irrigation Engineering and Hydraulics Structures,,Khanna Publication,1999,1442,624,eng,LGGRANT,LGGRANT,Civil Engineering,220,INR,28/03/2000,2607,BK,General Section,NFIC,APS,
LG032104,"Garg, S.K.",Sewage Disposal and Air Pollution Engineering,,Khanna Publication,1998,826,624,eng,LGGRANT,LGGRANT,Civil Engineering,125,INR,28/03/2000,2607,BK,General Section,NFIC,APS,
LG032105,"Garg, S.K.",Water Supply Engineering,,Khanna Publication,1998,744,624,eng,LGGRANT,LGGRANT,Civil Engineering,125,INR,28/03/2000,2607,BK,General Section,NFIC,APS,
LG032106,"Reddy , C.S.",Basic Structural Analysis,,Tata Mcgraw Hill,1999,779,624,eng,LGGRANT,LGGRANT,Civil Engineering,165,INR,28/03/2000,2607,BK,General Section,NFIC,APS,
LG032107,"Saxena , N.K.",Problem in R.C.C. Design,,CBS,1993,198,624,eng,LGGRANT,LGGRANT,Civil Engineering,55,INR,28/03/2000,2607,BK,General Section,NFIC,APS,
LG032108,Krishna Raju,Advanced Reinforced Concrete Design,,CBS,1988,359,624,eng,LGGRANT,LGGRANT,Civil Engineering,75,INR,28/03/2000,2607,BK,General Section,NFIC,APS,
LG032109,Krishna Raju,Design of Reinforced Concrete Structures,,CBS,1996,287,624,eng,LGGRANT,LGGRANT,Civil Engineering,85,INR,28/03/2000,2608,BK,General Section,NFIC,APS,
LG032110,Kazimi,Design of Steel Structures,,Prentice Hall of India,1990,674,624,eng,LGGRANT,LGGRANT,Civil Engineering,89,INR,28/03/2000,2608,BK,General Section,NFIC,APS,
LG032111,"Arora , K.R.",Irrigation Water Power Engineering Water Resource Engineering,,SPD,1996,1092,624,eng,LGGRANT,LGGRANT,Civil Engineering,200,INR,28/03/2000,2608,BK,General Section,NFIC,APS,
LG032112,Bhavikatti,Engineering Mechanics,,New age Publication,1999,534,624,eng,LGGRANT,LGGRANT,Civil Engineering,210,INR,28/03/2000,2608,BK,General Section,NFIC,APS,
LG032113,Chatterjee,Water Supply Waste Disposal and Environmental Pollution Engineering,,Khanna Publication,1996,776,624,eng,LGGRANT,LGGRANT,Civil Engineering,90,INR,28/03/2000,2608,BK,General Section,NFIC,APS,
LG032114,"Singh , Alam",Soil Engineering in Theory and Practice,,CBS,1992,777,624,eng,LGGRANT,LGGRANT,Civil Engineering,325,INR,28/03/2000,2608,BK,General Section,NFIC,APS,
LG032115,"Modi, P.N.",Water Supply Engineering,,Standard,1998,776,624,eng,LGGRANT,LGGRANT,Civil Engineering,100,INR,28/03/2000,2608,BK,General Section,NFIC,APS,
LG032116,Jha/ Sinha,Construction and Foundation Engineering,,Khanna Publication,1995,991,624,eng,LGGRANT,LGGRANT,Civil Engineering,115,INR,28/03/2000,2608,BK,General Section,NFIC,APS,
LG032117,"Arora , N.L.",Transportation Engineering,,New India,1994,-,624,eng,LGGRANT,LGGRANT,Civil Engineering,79.9,INR,28/03/2000,2608,BK,General Section,NFIC,APS,
LG032118,"Neville , A.M.",Concrete Technology,,Awl Wesley,1999,438,624,eng,LGGRANT,LGGRANT,Civil Engineering,269,INR,28/03/2000,2608,BK,General Section,NFIC,APS,
LG032119,"Arora , K.R.",Soil Mechanics and Foundation Engineering,,S.P.D,1997,852,624,eng,LGGRANT,LGGRANT,Civil Engineering,175,INR,28/03/2000,2608,BK,General Section,NFIC,APS,
LG032120,"Kosko, Bart",Neural Network and Fuzzy Systems,,Prentice Hall of India,1997,449,624,eng,LGGRANT,LGGRANT,Civil Engineering,275,INR,13/12/1999,2306,BK,General Section,NFIC,APS,
LG032121,"Kosko, Bart",Neural Network and Fuzzy Systems,,Prentice Hall of India,1997,449,624,eng,LGGRANT,LGGRANT,Civil Engineering,275,INR,13/12/1999,2306,BK,General Section,NFIC,APS,
LG032122,Goyal / Gupta,Advanced Integral Calculas,,Pragati Publication,1995,299,600,eng,LGGRANT,LGGRANT,Applied Science,45,INR,27/03/2000,7471,BK,General Section,NFIC,P.B.C,
LG032123,Goyal / Gupta,Advanced Differential Calculas,,Pragati Publication,2000,248,600,eng,LGGRANT,LGGRANT,Applied Science,55,INR,27/03/2000,7471,BK,General Section,NFIC,P.B.C,
LG032124,Verma/ Gupta,Hydro Dynamics,,Pragati Publication,1997,254,600,eng,LGGRANT,LGGRANT,Applied Science,60,INR,27/03/2000,7471,BK,General Section,NFIC,P.B.C,
LG032125,"Gupta, K.P.",Topology,,Pragati Publication,2000,496,600,eng,LGGRANT,LGGRANT,Applied Science,110,INR,27/03/2000,7471,BK,General Section,NFIC,P.B.C,
LG032126,"Gupta, K.R.",Linear Algebra,,Pragati Publication,1998,374,600,eng,LGGRANT,LGGRANT,Applied Science,90,INR,27/03/2000,7471,BK,General Section,NFIC,P.B.C,
LG032127,Goyal / Gupta,Laplace and Fourier Transforms,,Pragati Publication,2000,230,600,eng,LGGRANT,LGGRANT,Applied Science,50,INR,27/03/2000,7471,BK,General Section,NFIC,P.B.C,
LG032128,Goyal / Gupta,Fourier Series & Fourier Transforms and their Application,,Pragati Publication,1999,110,600,eng,LGGRANT,LGGRANT,Applied Science,35,INR,27/03/2000,7471,BK,General Section,NFIC,P.B.C,
LG032129,Goyal / Gupta,Advance Course in modern Algebra,,Pragati Publication,1999,653,600,eng,LGGRANT,LGGRANT,Applied Science,120,INR,27/03/2000,7471,BK,General Section,NFIC,P.B.C,
LG032130,Goyal / Gupta,Tensor Calculus and Riemanniam Geometry,,Pragati Publication,1999,303,600,eng,LGGRANT,LGGRANT,Applied Science,70,INR,27/03/2000,7471,BK,General Section,NFIC,P.B.C,
LG032131,Goyal / Gupta,Functions of a Complex Variable,,Pragati Publication,2000,504,600,eng,LGGRANT,LGGRANT,Applied Science,110,INR,27/03/2000,7471,BK,General Section,NFIC,P.B.C,
LG032132,Goyal / Gupta,Fluid Dynamics,,Pragati Publication,2000,602,600,eng,LGGRANT,LGGRANT,Applied Science,125,INR,27/03/2000,7471,BK,General Section,NFIC,P.B.C,
LG032133,Saran / Shokla,Functional Analysis,,Pragati Publication,1998,300,600,eng,LGGRANT,LGGRANT,Applied Science,60,INR,27/03/2000,7471,BK,General Section,NFIC,P.B.C,
LG032134,Goel,Operation Research and Statistical Analysis,,Pragati Publication,1996,-,600,eng,LGGRANT,LGGRANT,Applied Science,75,INR,27/03/2000,7472,BK,General Section,NFIC,P.B.C,
LG032135,Mittal/ Sahni,Linear Programming,,Pragati Publication,1999,726,600,eng,LGGRANT,LGGRANT,Applied Science,140,INR,27/03/2000,7472,BK,General Section,NFIC,P.B.C,
LG032136,Gupta/Malik,Three Dimensional Differential Geometry,,Pragati Publication,2000,425,600,eng,LGGRANT,LGGRANT,Applied Science,100,INR,27/03/2000,7472,BK,General Section,NFIC,P.B.C,
LG032137,Gupta/ Mittal,Diferential Equations,,Pragati Publication,1999,715,600,eng,LGGRANT,LGGRANT,Applied Science,125,INR,27/03/2000,7472,BK,General Section,NFIC,P.B.C,
LG032138,Gupta/ Malik,Measure Theory,,Pragati Publication,1999,328,600,eng,LGGRANT,LGGRANT,Applied Science,90,INR,27/03/2000,7472,BK,General Section,NFIC,P.B.C,
LG032139,Goyal / Gupta,Complex Variable and Integral Transforms,,Pragati Publication,2000,298,600,eng,LGGRANT,LGGRANT,Applied Science,65,INR,27/03/2000,7472,BK,General Section,NFIC,P.B.C,
LG032140,Sharma/ Mittal,Dynamics of a Particle,,Pragati Publication,1996,804,600,eng,LGGRANT,LGGRANT,Applied Science,135,INR,27/03/2000,7472,BK,General Section,NFIC,P.B.C,
LG032141,Goyal / Gupta,Modern Algebra,,Pragati Publication,1997,359,600,eng,LGGRANT,LGGRANT,Applied Science,75,INR,27/03/2000,7472,BK,General Section,NFIC,P.B.C,
LG032142,"Hazra, A.K.",Integral Calculus With Application,,Pragati Publication,1997,640,600,eng,LGGRANT,LGGRANT,Applied Science,180,INR,27/03/2000,7472,BK,General Section,NFIC,P.B.C,
LG032143,"Goel , B.S.",Mathematical Statistics,,Pragati Publication,1999,643,600,eng,LGGRANT,LGGRANT,Applied Science,100,INR,27/03/2000,7472,BK,General Section,NFIC,P.B.C,
LG032144,Gupta/ Malik,Teansors and Differential Geometry,,Pragati Publication,2000,425,600,eng,LGGRANT,LGGRANT,Applied Science,120,INR,27/03/2000,7472,BK,General Section,NFIC,P.B.C,
LG032145,Verma/ Varshney,Statics,,Pragati Publication,2000,256,600,eng,LGGRANT,LGGRANT,Applied Science,60,INR,27/03/2000,7472,BK,General Section,NFIC,P.B.C,
LG032146,Gupta/ Gurtu, Introductory Colloid Surface & Polymer Chemistry ,,Pragati Publication,2000,157,600,eng,LGGRANT,LGGRANT,Applied Science,100,INR,28/03/2000,7474,BK,General Section,NFIC,P.B.C,
LG032147,"Kudesia, V.P",Environmental Health and Technology,,Pragati Publication,1996,240,600,eng,LGGRANT,LGGRANT,Applied Science,500,INR,28/03/2000,7474,BK,General Section,NFIC,P.B.C,
LG032148,"Kudesia, V.P",Industrial Pollution,,Pragati Publication,1990,432,600,eng,LGGRANT,LGGRANT,Applied Science,400,INR,28/03/2000,7474,BK,General Section,NFIC,P.B.C,
LG032149,"Kudesia, V.P",Pesticide Pollution,,Pragati Publication,1993,217,600,eng,LGGRANT,LGGRANT,Applied Science,400,INR,28/03/2000,7474,BK,General Section,NFIC,P.B.C,
LG032150,Keemtilal,Some Analytical Techniques and Reagents,,Pragati Publication,1987,101,600,eng,LGGRANT,LGGRANT,Applied Science,100,INR,28/03/2000,7474,BK,General Section,NFIC,P.B.C,
LG032151,"Kudesia, V.P",Water Pollution,,Pragati Publication,1998,728,600,eng,LGGRANT,LGGRANT,Applied Science,400,INR,28/03/2000,7474,BK,General Section,NFIC,P.B.C,
LG032152,"Manivasakam, N.",Physico Chemical Examination of Water Sewage and Industrial Effluents,,Pragati Publication,1996,257,600,eng,LGGRANT,LGGRANT,Applied Science,300,INR,28/03/2000,7474,BK,General Section,NFIC,P.B.C,
LG032153,"Rajput, B.S.",Mathematical Physics,,Pragati Publication,1994,982,600,eng,LGGRANT,LGGRANT,Applied Science,260,INR,28/03/2000,7473,BK,General Section,NFIC,P.B.C,
LG032154,Gupta/ Kumar,Hand Book of Electronics,,Pragati Publication,2000,1233,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  EngineeringEngg,280,INR,28/03/2000,7473,BK,General Section,NFIC,P.B.C,
