952$p,100$a,245$a,250$a,260$b,260$c,300$a,082$a,041$h,952$a,952$b,650$a,365$b,365$c,923$d,923$n,942$c,952$c,952$8,952$e,952$1
SC018038,Cengel/Boles,Thermodynamics,,Tata McGraw Hill,2006,946,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,395,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018039,Cengel/Boles,Thermodynamics,,Tata McGraw Hill,2006,946,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,395,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018040,Cengel/Boles,Thermodynamics,,Tata McGraw Hill,2006,946,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,395,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018041,Cengel/Boles,Thermodynamics,,Tata McGraw Hill,2006,946,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,395,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018042,Cengel/Boles,Thermodynamics,,Tata McGraw Hill,2006,946,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,395,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018043,Milikhopaddhyay S.K.,Production Planning And Control,,Prentice Hall of India,2004,313,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,225,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018044,Milikhopaddhyay S.K.,Production Planning And Control,,Prentice Hall of India,2004,313,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,225,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018045,Milikhopaddhyay S.K.,Production Planning And Control,,Prentice Hall of India,2004,313,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,225,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018046,Milikhopaddhyay S.K.,Production Planning And Control,,Prentice Hall of India,2004,313,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,225,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018047,Somasundaram S.L.,Thermal Engineering,,New Age International,2006,456,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,195,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018048,Somasundaram S.L.,Thermal Engineering,,New Age International,2006,456,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,195,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018049,Somasundaram S.L.,Thermal Engineering,,New Age International,2006,456,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,195,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018050,Somasundaram S.L.,Thermal Engineering,,New Age International,2006,456,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,195,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018051,Somasundaram S.L.,Thermal Engineering,,New Age International,2006,456,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,195,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018052,Rao S.S.,Engineering Optimization,,New Age International,2006,903,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,295,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018053,Rao S.S.,Engineering Optimization,,New Age International,2006,903,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,295,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018054,Rao S.S.,Engineering Optimization,,New Age International,2006,903,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,295,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018055,Ramlingam K.K.,H.B. Of Mechanical Engineering Terms,,New Age International,2002,372,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,550,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018056,Ramlingam K.K.,H.B. Of Mechanical Engineering Terms,,New Age International,2002,372,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,550,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018057,Kothandaraman C.P.,Steam Tables,,New Age International,2004,52,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,40,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018058,Kothandaraman C.P.,Steam Tables,,New Age International,2004,52,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,40,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018059,Kothandaraman C.P.,Steam Tables,,New Age International,2004,52,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,40,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018060,Kothandaraman C.P.,Steam Tables,,New Age International,2004,52,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,40,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018061,Kothandaraman C.P.,Steam Tables,,New Age International,2004,52,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,40,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018062,Kothandaraman C.P.,Steam Tables,,New Age International,2004,52,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,40,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018063,Kothandaraman C.P.,Steam Tables,,New Age International,2004,52,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,40,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018064,Kothandaraman C.P.,Steam Tables,,New Age International,2004,52,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,40,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018065,Kothandaraman C.P.,Steam Tables,,New Age International,2004,52,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,40,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018066,Kothandaraman C.P.,Steam Tables,,New Age International,2004,52,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,40,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018067,Kadambi V.,An Introduction To Energy Conversion -I,,New Age International,2005,239,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,160,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018068,Kadambi V.,An Introduction To Energy Conversion -I,,New Age International,2005,239,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,160,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018069,Kadambi V.,An Introduction To Energy Conversion -I,,New Age International,2005,239,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,160,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018070,Kadambi V.,An Introduction To Energy Conversion -I,,New Age International,2005,239,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,160,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018071,Kadambi V.,An Introduction To Energy Conversion -I,,New Age International,2005,239,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,160,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018072,Kadambi V.,An Introduction To Energy Conversion -II,,New Age International,2006,283,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,160,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018073,Kadambi V.,An Introduction To Energy Conversion -II,,New Age International,2006,283,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,160,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018074,Kadambi V.,An Introduction To Energy Conversion -II,,New Age International,2006,283,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,160,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018075,Kadambi V.,An Introduction To Energy Conversion -II,,New Age International,2006,283,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,160,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018076,Kadambi V.,An Introduction To Energy Conversion -II,,New Age International,2006,283,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,160,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018077,Gupta Vijay,Elements Of Heat & Mass Transfer,,New Age International,2005,462,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,200,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018078,Gupta Vijay,Elements Of Heat & Mass Transfer,,New Age International,2005,462,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,200,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018079,Gupta Vijay,Elements Of Heat & Mass Transfer,,New Age International,2005,462,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,200,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018080,Gupta Vijay,Elements Of Heat & Mass Transfer,,New Age International,2005,462,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,200,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018081,Gupta Vijay,Elements Of Heat & Mass Transfer,,New Age International,2005,462,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,200,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018082,Balachandran P.,Fundamental Of Compressible Fluid Dynamics,,Prentice Hall of India,2006,578,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,425,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018083,Balachandran P.,Fundamental Of Compressible Fluid Dynamics,,Prentice Hall of India,2006,578,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,425,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018084,Balachandran P.,Fundamental Of Compressible Fluid Dynamics,,Prentice Hall of India,2006,578,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,425,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018085,Basu / Ahuja B.B.,Fundamental Of Tribology,,Prentice Hall of India,2005,259,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,225,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018086,Basu / Ahuja B.B.,Fundamental Of Tribology,,Prentice Hall of India,2005,259,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,225,INR,21/03/2006,9104,BK,General Section,NFIC,PBC,
SC018087,Strotziki B.G.A.,Power Station Engineer And Economics,,Tata McGraw Hill,2005,751,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,295,INR,03/04/2006,9124,BK,General Section,NFIC,PBC,
SC018088,Strotziki B.G.A.,Power Station Engineer And Economics,,Tata McGraw Hill,2005,751,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,295,INR,03/04/2006,9124,BK,General Section,NFIC,PBC,
SC018089,Strotziki B.G.A.,Power Station Engineer And Economics,,Tata McGraw Hill,2005,751,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,295,INR,03/04/2006,9124,BK,General Section,NFIC,PBC,
SC018090,Khan M.I.,Industrial Engineering,,New Age International,2004,303,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,150,INR,03/04/2006,9124,BK,General Section,NFIC,PBC,
SC018091,Khan M.I.,Industrial Engineering,,New Age International,2004,303,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,150,INR,03/04/2006,9124,BK,General Section,NFIC,PBC,
SC018092,Khan M.I.,Industrial Engineering,,New Age International,2004,303,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,150,INR,03/04/2006,9124,BK,General Section,NFIC,PBC,
SC018093,Kadambi V/Prasad M.,An Introduction To Energy Conversion -II,,New Age International,2003,312,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,160,INR,03/04/2006,9124,BK,General Section,NFIC,PBC,
SC018094,Kadambi V/Prasad M.,An Introduction To Energy Conversion -II,,New Age International,2003,312,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,160,INR,03/04/2006,9124,BK,General Section,NFIC,PBC,
SC018095,Kadambi V/Prasad M.,An Introduction To Energy Conversion -II,,New Age International,2003,312,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,160,INR,03/04/2006,9124,BK,General Section,NFIC,PBC,
SC018096,Kadambi V/Prasad M.,An Introduction To Energy Conversion -II,,New Age International,2003,312,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,160,INR,03/04/2006,9124,BK,General Section,NFIC,PBC,
SC018097,Kadambi V/Prasad M.,An Introduction To Energy Conversion -II,,New Age International,2003,312,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,160,INR,03/04/2006,9124,BK,General Section,NFIC,PBC,
SC018098,Ham/ Kostanic I.,Principles Of Neurocomputing For Science & Engineerig,,Tata McGraw Hill,2003,642,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,285,INR,03/04/2006,9124,BK,General Section,NFIC,PBC,
SC018099,Sheth Vijay,Industrial Engineering Method & Practice,,PRI,2005,196,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,160,INR,03/04/2006,9124,BK,General Section,NFIC,PBC,
SC018100,Sheth Vijay,Industrial Engineering Method & Practice,,PRI,2005,196,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,160,INR,03/04/2006,9124,BK,General Section,NFIC,PBC,
SC018101,Sheth Vijay,Industrial Engineering Method & Practice,,PRI,2005,196,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,160,INR,03/04/2006,9124,BK,General Section,NFIC,PBC,
SC018102,Sheth Vijay,Industrial Engineering Method & Practice,,PRI,2005,196,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,160,INR,03/04/2006,9124,BK,General Section,NFIC,PBC,
SC018103,Sheth Vijay,Industrial Engineering Method & Practice,,PRI,2005,196,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,160,INR,03/04/2006,9124,BK,General Section,NFIC,PBC,
SC018104,Abbott M.M./ Ness H.G.,Thermodynamics With Chemical App. 2nd Ed.,,Tata McGraw Hill,2005,362,660,eng,SCGRANT,SCGRANT,Chemical Engineering,235,INR,03/04/2006,9124,BK,General Section,NFIC,PBC,
SC018105,Abbott M.M./ Ness H.G.,Thermodynamics With Chemical App. 2nd Ed.,,Tata McGraw Hill,2005,362,660,eng,SCGRANT,SCGRANT,Chemical Engineering,235,INR,03/04/2006,9124,BK,General Section,NFIC,PBC,
SC018106,Abbott M.M./ Ness H.G.,Thermodynamics With Chemical App. 2nd Ed.,,Tata McGraw Hill,2005,362,660,eng,SCGRANT,SCGRANT,Chemical Engineering,235,INR,03/04/2006,9124,BK,General Section,NFIC,PBC,
SC018107,Abbott M.M./ Ness H.G.,Thermodynamics With Chemical App. 2nd Ed.,,Tata McGraw Hill,2005,362,660,eng,SCGRANT,SCGRANT,Chemical Engineering,235,INR,03/04/2006,9124,BK,General Section,NFIC,PBC,
SC018108,Abbott M.M./ Ness H.G.,Thermodynamics With Chemical App. 2nd Ed.,,Tata McGraw Hill,2005,362,660,eng,SCGRANT,SCGRANT,Chemical Engineering,235,INR,03/04/2006,9124,BK,General Section,NFIC,PBC,
SC018109,Ramchandra R.,Design Of Steel Structures,,SP,2005,958,624,eng,SCGRANT,SCGRANT,Civil Engineering,240,INR,03/04/2006,9124,BK,General Section,NFIC,PBC,
SC018110,Ramchandra R.,Design Of Steel Structures,,SP,2005,958,624,eng,SCGRANT,SCGRANT,Civil Engineering,240,INR,03/04/2006,9124,BK,General Section,NFIC,PBC,
SC018111,Ramchandra R.,Design Of Steel Structures,,SP,2005,958,624,eng,SCGRANT,SCGRANT,Civil Engineering,240,INR,03/04/2006,9124,BK,General Section,NFIC,PBC,
SC018112,Ramchandra R.,Design Of Steel Structures,,SP,2005,958,624,eng,SCGRANT,SCGRANT,Civil Engineering,240,INR,03/04/2006,9124,BK,General Section,NFIC,PBC,
SC018113,Ramchandra R.,Design Of Steel Structures,,SP,2005,958,624,eng,SCGRANT,SCGRANT,Civil Engineering,240,INR,03/04/2006,9124,BK,General Section,NFIC,PBC,
SC018114,Purohit R.K.,Foundation Of Mechanical Engineering,,SP,2004,796,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,240,INR,03/04/2006,9124,BK,General Section,NFIC,PBC,
SC018115,Purohit R.K.,Foundation Of Mechanical Engineering,,SP,2004,796,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,240,INR,03/04/2006,9124,BK,General Section,NFIC,PBC,
SC018116,Purohit R.K.,Foundation Of Mechanical Engineering,,SP,2004,796,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,240,INR,03/04/2006,9124,BK,General Section,NFIC,PBC,
SC018117,Purohit R.K.,Foundation Of Mechanical Engineering,,SP,2004,796,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,240,INR,03/04/2006,9124,BK,General Section,NFIC,PBC,
SC018118,Purohit R.K.,Foundation Of Mechanical Engineering,,SP,2004,796,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,240,INR,03/04/2006,9124,BK,General Section,NFIC,PBC,
SC018119,Rajput R.k.,Heat & Mass Transfer,,Schond,2005,864,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,375,INR,03/04/2006,9124,BK,General Section,NFIC,PBC,
SC018120,Rajput R.k.,Heat & Mass Transfer,,Schond,2005,864,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,375,INR,03/04/2006,9124,BK,General Section,NFIC,PBC,
SC018121,Rajput R.k.,Heat & Mass Transfer,,Schond,2005,864,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,375,INR,03/04/2006,9124,BK,General Section,NFIC,PBC,
SC018122,Rajput R.k.,Heat & Mass Transfer,,Schond,2005,864,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,375,INR,03/04/2006,9124,BK,General Section,NFIC,PBC,
SC018123,Joshi M.G./Moudgalya,Optimization Theory & Practice,,Norasa,2004,325,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,295,INR,03/04/2006,9124,BK,General Section,NFIC,PBC,
SC018124,Joshi M.G./Moudgalya,Optimization Theory & Practice,,Norasa,2004,325,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,295,INR,03/04/2006,9124,BK,General Section,NFIC,PBC,
SC018125,Joshi M.G./Moudgalya,Optimization Theory & Practice,,Norasa,2004,325,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,295,INR,03/04/2006,9124,BK,General Section,NFIC,PBC,
SC018126,Singhal R.K.,Automobile Engineering,,S K Kataria,2006,422,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,125,INR,03/04/2006,9124,BK,General Section,NFIC,PBC,
SC018127,Singhal R.K.,Automobile Engineering,,S K Kataria,2006,422,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,125,INR,03/04/2006,9124,BK,General Section,NFIC,PBC,
SC018128,Singhal R.K.,Automobile Engineering,,S K Kataria,2006,422,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,125,INR,03/04/2006,9124,BK,General Section,NFIC,PBC,
SC018129,Singhal R.K.,Automobile Engineering,,S K Kataria,2006,422,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,125,INR,03/04/2006,9124,BK,General Section,NFIC,PBC,
SC018130,Snustad/ Simmons,Principles Of Genetic 4th Edition,,Willey Publication A.S.E.,2006,792,570,eng,SCGRANT,SCGRANT,Biotechnology,1642.65,INR,05/04/2006,2,Reference,Reference Section,NFIC,UBD,
SC018131,Sadava D.E.,Cell Biology,,P.P.C.,2004,698,570,eng,SCGRANT,SCGRANT,Biotechnology,1295,INR,05/04/2006,2,Reference,Reference Section,NFIC,UBD,
SC018132,Jenikins Nigel,Animal Cell Biotechnology,,Humana Press,2005,302,570,eng,SCGRANT,SCGRANT,Biotechnology,1995,INR,05/04/2006,2,BK,General Section,NFIC,UBD,
SC018133,Watson J.D.,A Passion For DNA,,Cold Spring,2000,250,570,eng,SCGRANT,SCGRANT,Biotechnology,1175,INR,05/04/2006,2,Reference,Reference Section,NFIC,UBD,
SC018134,"Goldberg, David E.",Genetics Algorithums,,Pearson Education,2004,412,570,eng,SCGRANT,SCGRANT,Biotechnology,275,INR,05/04/2006,2,BK,General Section,NFIC,UBD,
SC018135,Simpson R.J.,Purifying Proteins For Proteomics,,J.K.I. PVT.LTD.,2004,801,570,eng,SCGRANT,SCGRANT,Biotechnology,1995,INR,05/04/2006,2,Reference,Reference Section,NFIC,UBD,
SC018136,Devlin Thomas M.,T.B. Of Biochemistry With Clinical Lorela,,Willey Publication A.S.E.,2006,1208,570,eng,SCGRANT,SCGRANT,Biotechnology,3052.65,INR,05/04/2006,2,Reference,Reference Section,NFIC,UBD,
SC018137,Vasilik/ Thorpe T.A.,Plant Cell And Tissue Culture,,Springer,2005,593,570,eng,SCGRANT,SCGRANT,Biotechnology,1995,INR,05/04/2006,2,BK,General Section,NFIC,UBD,
SC018138,Sharma R.,Biomass & Cell Culturing Techniques,,BB,2006,287,570,eng,SCGRANT,SCGRANT,Biotechnology,595,INR,05/04/2006,2,BK,General Section,NFIC,UBD,
SC018139,Vote D/ Pratt C.W.,Fundamentals Of Biochemistry,,Willey Publication A.S.E.,2006,1245,570,eng,SCGRANT,SCGRANT,Biotechnology,1877.65,INR,05/04/2006,2,BK,General Section,NFIC,UBD,
SC018140,Benson G.,Alogrithums In Bioinformation,,Springer,2004,528,570,eng,SCGRANT,SCGRANT,Biotechnology,695,INR,05/04/2006,2,BK,General Section,NFIC,UBD,
SC018141,Cooper D.N.,Human Gene Evolution,,Academic,2006,490,570,eng,SCGRANT,SCGRANT,Biotechnology,450,INR,05/04/2006,2,BK,General Section,NFIC,UBD,
SC018142,TSAI C. Stan Phd.,An Int. Computational Biochemistry,,Willey Publication A.S.E.,2004,368,570,eng,SCGRANT,SCGRANT,Biotechnology,258,INR,05/04/2006,2,BK,General Section,NFIC,UBD,
SC018143,Simpson R.J.,Proteins And Proteomics,,J.K.I. PVT.LTD.,2003,926,570,eng,SCGRANT,SCGRANT,Biotechnology,1995,INR,05/04/2006,2,Reference,Reference Section,NFIC,UBD,
SC018144,Hackworth,Programmable Logic Controllers,,Pearson Education,2005,315,570,eng,SCGRANT,SCGRANT,Biotechnology,299,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018145,Hackworth,Programmable Logic Controllers,,Pearson Education,2005,315,570,eng,SCGRANT,SCGRANT,Biotechnology,299,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018146,Hackworth,Programmable Logic Controllers,,Pearson Education,2005,315,570,eng,SCGRANT,SCGRANT,Biotechnology,299,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018147,Bakshi / Goyal,Feedback Control System,,Technical,2005,814,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018148,Bakshi / Goyal,Feedback Control System,,Technical,2005,814,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018149,Rudra Pratap,Getting Started With MATLAB-7,,Oxford Publication,2006,244,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,110,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018150,Rudra Pratap,Getting Started With MATLAB-7,,Oxford Publication,2006,244,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,110,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018151,Rudra Pratap,Getting Started With MATLAB-7,,Oxford Publication,2006,244,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,110,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018152,Rudra Pratap,Getting Started With MATLAB-7,,Oxford Publication,2006,244,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,110,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018153,Rudra Pratap,Getting Started With MATLAB-7,,Oxford Publication,2006,244,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,110,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018154,Rudra Pratap,Getting Started With MATLAB-7,,Oxford Publication,2006,244,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,110,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018155,Kuo,Digital Control System,,Oxford Publication,2005,751,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,349,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018156,Kuo,Digital Control System,,Oxford Publication,2005,751,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,349,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018157,Kuo,Digital Control System,,Oxford Publication,2005,751,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,349,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018158,Kuo,Digital Control System,,Oxford Publication,2005,751,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,349,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018159,Kuo,Digital Control System,,Oxford Publication,2005,751,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,349,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018160,Ogata,Discrete Time Control System,,Pearson Education,2005,745,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,399,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018161,Ogata,Discrete Time Control System,,Pearson Education,2005,745,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,399,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018162,Ogata,Discrete Time Control System,,Pearson Education,2005,745,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,399,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018163,Ogata,Discrete Time Control System,,Pearson Education,2005,745,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,399,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018164,Ogata,Discrete Time Control System,,Pearson Education,2005,745,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,399,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018165,G.K. Dubey,Fundamentals Of Electrical Engineering,,Narosa Publication,2006,392,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018166,G.K. Dubey,Fundamentals Of Electrical Engineering,,Narosa Publication,2006,392,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018167,G.K. Dubey,Fundamentals Of Electrical Engineering,,Narosa Publication,2006,392,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018168,G.K. Dubey,Fundamentals Of Electrical Engineering,,Narosa Publication,2006,392,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018169,G.K. Dubey,Fundamentals Of Electrical Engineering,,Narosa Publication,2006,392,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018170,G.K. Dubey,Fundamentals Of Electrical Engineering,,Narosa Publication,2006,392,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018171,G.K. Dubey,Fundamentals Of Electrical Engineering,,Narosa Publication,2006,392,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018172,G.K. Dubey,Fundamentals Of Electrical Engineering,,Narosa Publication,2006,392,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
