Barcode,Author,title,Volume,Publisher,Copyright Year,Pages,Notification Number,language,stockhead,issueinglibrary,subject,price,currency,billdate,billnumber,bookcategory,section,booktype,SourceofPurchase,lostStatus
SC030330,"Garg , S.K.",Sewage Disposal And Air Pollution Engineering,,Khanna Publication,2011,1230,624,eng,SCGRANT,SCGRANT,Civil Engineering,275,INR,9/29/2011,11045,BK,General Section,NFIC,APS,
SC030331,"Garg , S.K.",Sewage Disposal And Air Pollution Engineering,,Khanna Publication,2011,1230,624,eng,SCGRANT,SCGRANT,Civil Engineering,275,INR,9/29/2011,11045,BK,General Section,NFIC,APS,
SC030332,"Garg , S.K.",Sewage Disposal And Air Pollution Engineering,,Khanna Publication,2011,1230,624,eng,SCGRANT,SCGRANT,Civil Engineering,275,INR,9/29/2011,11045,BK,General Section,NFIC,APS,
SC030333,"Garg , S.K.",Sewage Disposal And Air Pollution Engineering,,Khanna Publication,2011,1230,624,eng,SCGRANT,SCGRANT,Civil Engineering,275,INR,9/29/2011,11045,BK,General Section,NFIC,APS,
SC030334,"Garg , S.K.",Sewage Disposal And Air Pollution Engineering,,Khanna Publication,2011,1230,624,eng,SCGRANT,SCGRANT,Civil Engineering,275,INR,9/29/2011,11045,BK,General Section,NFIC,APS,
SC030335,"Punmia , B.C.",Surveying -II,,Laxmi  Publication,2011,658,624,eng,SCGRANT,SCGRANT,Civil Engineering,395,INR,9/29/2011,11045,BK,General Section,NFIC,APS,
SC030336,"Punmia , B.C.",Surveying -II,,Laxmi  Publication,2011,658,624,eng,SCGRANT,SCGRANT,Civil Engineering,395,INR,9/29/2011,11045,BK,General Section,NFIC,APS,
SC030337,"Punmia , B.C.",Surveying -II,,Laxmi  Publication,2011,658,624,eng,SCGRANT,SCGRANT,Civil Engineering,395,INR,9/29/2011,11045,BK,General Section,NFIC,APS,
SC030338,"Punmia , B.C.",Surveying -II,,Laxmi  Publication,2011,658,624,eng,SCGRANT,SCGRANT,Civil Engineering,395,INR,9/29/2011,11045,BK,General Section,NFIC,APS,
SC030339,"Punmia , B.C.",Surveying -II,,Laxmi  Publication,2011,658,624,eng,SCGRANT,SCGRANT,Civil Engineering,395,INR,9/29/2011,11045,BK,General Section,NFIC,APS,
SC030340,"Punmia , B.C.",Surveying -I,,Laxmi  Publication,2011,536,624,eng,SCGRANT,SCGRANT,Civil Engineering,350,INR,9/29/2011,11045,BK,General Section,NFIC,APS,
SC030341,"Punmia , B.C.",Surveying -I,,Laxmi  Publication,2011,536,624,eng,SCGRANT,SCGRANT,Civil Engineering,350,INR,9/29/2011,11045,BK,General Section,NFIC,APS,
SC030342,"Punmia , B.C.",Surveying -I,,Laxmi  Publication,2011,536,624,eng,SCGRANT,SCGRANT,Civil Engineering,350,INR,9/29/2011,11045,BK,General Section,NFIC,APS,
SC030343,"Punmia , B.C.",Surveying -I,,Laxmi  Publication,2011,536,624,eng,SCGRANT,SCGRANT,Civil Engineering,350,INR,9/29/2011,11045,BK,General Section,NFIC,APS,
SC030344,"Punmia , B.C.",Surveying -I,,Laxmi  Publication,2011,536,624,eng,SCGRANT,SCGRANT,Civil Engineering,350,INR,9/29/2011,11045,BK,General Section,NFIC,APS,
SC030345,Prakash / Suresh,Ref. Book on Computer Aided Design Laboratry,,University Press,2012,167,624,eng,SCGRANT,SCGRANT,Civil Engineering,125,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030346,Prakash / Suresh,Ref. Book on Computer Aided Design Laboratry,,University Press,2011,167,624,eng,SCGRANT,SCGRANT,Civil Engineering,125,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030347,Anbuvelan K.,Management Concepts For Civil Engineers,,University Press,2008,318,624,eng,SCGRANT,SCGRANT,Civil Engineering,195,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030348,Anbuvelan K.,Management Concepts For Civil Engineers,,University Press,2008,318,624,eng,SCGRANT,SCGRANT,Civil Engineering,195,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030349,Anbuvelan K.,Management Concepts For Civil Engineers,,University Press,2008,318,624,eng,SCGRANT,SCGRANT,Civil Engineering,195,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030350,Anbuvelan K.,Management Concepts For Civil Engineers,,University Press,2008,318,624,eng,SCGRANT,SCGRANT,Civil Engineering,195,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030351,Anbuvelan K.,Management Concepts For Civil Engineers,,University Press,2008,318,624,eng,SCGRANT,SCGRANT,Civil Engineering,195,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030352,Ghosh D./ Datta,Strength of Materials,,New Age International,2011,630,624,eng,SCGRANT,SCGRANT,Civil Engineering,350,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030353,Chandra Prasanna,"Project, Planning , Analysis Selection",,Tata McGraw Hill,2010,23.22,624,eng,SCGRANT,SCGRANT,Civil Engineering,525,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030354,Chandra Prasanna,"Project, Planning , Analysis Selection",,Tata McGraw Hill,2010,23.22,624,eng,SCGRANT,SCGRANT,Civil Engineering,525,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030355,Chandra Prasanna,"Project, Planning , Analysis Selection",,Tata McGraw Hill,2010,23.22,624,eng,SCGRANT,SCGRANT,Civil Engineering,525,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030356,Chandra Prasanna,"Project, Planning , Analysis Selection",,Tata McGraw Hill,2010,23.22,624,eng,SCGRANT,SCGRANT,Civil Engineering,525,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030357,Chandra Prasanna,"Project, Planning , Analysis Selection",,Tata McGraw Hill,2010,23.22,624,eng,SCGRANT,SCGRANT,Civil Engineering,525,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030358,Duggal S.K.,Limit State Design of Steel Structure,,Tata McGraw Hill,2011,835,624,eng,SCGRANT,SCGRANT,Civil Engineering,435,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030359,Duggal S.K.,Limit State Design of Steel Structure,,Tata McGraw Hill,2011,835,624,eng,SCGRANT,SCGRANT,Civil Engineering,435,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030360,Duggal S.K.,Limit State Design of Steel Structure,,Tata McGraw Hill,2011,835,624,eng,SCGRANT,SCGRANT,Civil Engineering,435,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030361,"Panchdhari , A.C.",Maintenance of Buildings,,New Age International,2008,224,624,eng,SCGRANT,SCGRANT,Civil Engineering,200,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030362,"Panchdhari , A.C.",Maintenance of Buildings,,New Age International,2008,224,624,eng,SCGRANT,SCGRANT,Civil Engineering,200,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030363,"Patwardhan , A.P.",Industrial Waste Water Treatment,,Prentice Hall of India,2010,292,624,eng,SCGRANT,SCGRANT,Civil Engineering,275,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030364,"Patwardhan , A.P.",Industrial Waste Water Treatment,,Prentice Hall of India,2010,292,624,eng,SCGRANT,SCGRANT,Civil Engineering,275,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030365,"Patwardhan , A.P.",Industrial Waste Water Treatment,,Prentice Hall of India,2010,292,624,eng,SCGRANT,SCGRANT,Civil Engineering,275,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030366,"Patwardhan , A.P.",Industrial Waste Water Treatment,,Prentice Hall of India,2010,292,624,eng,SCGRANT,SCGRANT,Civil Engineering,275,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030367,"Patwardhan , A.P.",Industrial Waste Water Treatment,,Prentice Hall of India,2010,292,624,eng,SCGRANT,SCGRANT,Civil Engineering,275,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030368,De Anil Kumar,Environmental Education,,New Age International,2008,110,624,eng,SCGRANT,SCGRANT,Civil Engineering,50,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030369,De Anil Kumar,Environmental Education,,New Age International,2008,110,624,eng,SCGRANT,SCGRANT,Civil Engineering,50,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030370,De Anil Kumar,Environmental Education,,New Age International,2008,110,624,eng,SCGRANT,SCGRANT,Civil Engineering,50,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030371,De Anil Kumar,Environmental Education,,New Age International,2008,110,624,eng,SCGRANT,SCGRANT,Civil Engineering,50,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030372,De Anil Kumar,Environmental Education,,New Age International,2008,110,624,eng,SCGRANT,SCGRANT,Civil Engineering,50,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030373,De Anil Kumar,Environmental Education,,New Age International,2008,110,624,eng,SCGRANT,SCGRANT,Civil Engineering,50,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030374,De Anil Kumar,Environmental Education,,New Age International,2008,110,624,eng,SCGRANT,SCGRANT,Civil Engineering,50,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030375,De Anil Kumar,Environmental Education,,New Age International,2008,110,624,eng,SCGRANT,SCGRANT,Civil Engineering,50,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030376,De Anil Kumar,Environmental Education,,New Age International,2008,110,624,eng,SCGRANT,SCGRANT,Civil Engineering,50,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030377,De Anil Kumar,Environmental Education,,New Age International,2008,110,624,eng,SCGRANT,SCGRANT,Civil Engineering,50,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030378,"Bhavikatti , S.S.",Design of Steel Structures,,I.K.I.P.,2011,402,624,eng,SCGRANT,SCGRANT,Civil Engineering,295,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030379,"Bhavikatti , S.S.",Design of Steel Structures,,I.K.I.P.,2011,402,624,eng,SCGRANT,SCGRANT,Civil Engineering,295,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030380,"Bhavikatti , S.S.",Design of Steel Structures,,I.K.I.P.,2011,402,624,eng,SCGRANT,SCGRANT,Civil Engineering,295,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030381,"Bhavikatti , S.S.",Design of Steel Structures,,I.K.I.P.,2011,402,624,eng,SCGRANT,SCGRANT,Civil Engineering,295,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030382,"Bhavikatti , S.S.",Design of Steel Structures,,I.K.I.P.,2011,402,624,eng,SCGRANT,SCGRANT,Civil Engineering,295,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030383,"Bhavikatti , S.S.",Design of Steel Structures,,I.K.I.P.,2011,402,624,eng,SCGRANT,SCGRANT,Civil Engineering,295,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030384,"Bhavikatti , S.S.",Design of Steel Structures,,I.K.I.P.,2011,402,624,eng,SCGRANT,SCGRANT,Civil Engineering,295,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030385,"Bhavikatti , S.S.",Design of Steel Structures,,I.K.I.P.,2011,402,624,eng,SCGRANT,SCGRANT,Civil Engineering,295,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030386,"Bhavikatti , S.S.",Design of Steel Structures,,I.K.I.P.,2011,402,624,eng,SCGRANT,SCGRANT,Civil Engineering,295,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030387,"Shetty , M.S.",Concrete Technology,,S. Chand,2011,624,624,eng,SCGRANT,SCGRANT,Civil Engineering,450,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030388,"Shetty , M.S.",Concrete Technology,,S. Chand,2011,624,624,eng,SCGRANT,SCGRANT,Civil Engineering,450,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030389,"Shetty , M.S.",Concrete Technology,,S. Chand,2011,624,624,eng,SCGRANT,SCGRANT,Civil Engineering,450,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030390,"Shetty , M.S.",Concrete Technology,,S. Chand,2011,624,624,eng,SCGRANT,SCGRANT,Civil Engineering,450,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030391,"Shetty , M.S.",Concrete Technology,,S. Chand,2011,624,624,eng,SCGRANT,SCGRANT,Civil Engineering,450,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030392,Ranjan G. / Rao,Basic and Applied Soil Mechanics,,New Age International,2011,762,624,eng,SCGRANT,SCGRANT,Civil Engineering,395,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030393,Ranjan G. / Rao,Basic and Applied Soil Mechanics,,New Age International,2011,762,624,eng,SCGRANT,SCGRANT,Civil Engineering,395,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030394,"Jagdish , K.S.",Alternative Building Materials & Technologies,,New Age International,2009,218,624,eng,SCGRANT,SCGRANT,Civil Engineering,225,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030395,Varghese P.C.,Advanced Reinforced Concrete Design,,Prentice Hall of India,2009,534,624,eng,SCGRANT,SCGRANT,Civil Engineering,395,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030396,"Bhavikatti , S.S.",Advance R.C.C. Design,,New Age International,2011,384,624,eng,SCGRANT,SCGRANT,Civil Engineering,200,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030397,"Bhavikatti , S.S.",Advance R.C.C. Design,,New Age International,2011,384,624,eng,SCGRANT,SCGRANT,Civil Engineering,200,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030398,"Bhavikatti , S.S.",Advance R.C.C. Design,,New Age International,2011,384,624,eng,SCGRANT,SCGRANT,Civil Engineering,200,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030399,"Bhavikatti , S.S.",Advance R.C.C. Design,,New Age International,2011,384,624,eng,SCGRANT,SCGRANT,Civil Engineering,200,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030400,"Bhavikatti , S.S.",Advance R.C.C. Design,,New Age International,2011,384,624,eng,SCGRANT,SCGRANT,Civil Engineering,200,INR,9/29/2011,11046,BK,General Section,NFIC,APS,
SC030401,Karray F.O.,Soft Computing & Intelligent System Design,,Pearson Education,2011,560,004,eng,SCGRANT,SCGRANT,Computer Science,575,INR,10/4/2011,11058,BK,General Section,NFIC,APS,
SC030402,Karray F.O.,Soft Computing & Intelligent System Design,,Pearson Education,2011,560,004,eng,SCGRANT,SCGRANT,Computer Science,575,INR,10/4/2011,11058,BK,General Section,NFIC,APS,
SC030403,"Aggelou , George",Mobile Ad Hoc Networks,,Tata McGraw Hill,2010,475,004,eng,SCGRANT,SCGRANT,Computer Science,525,INR,10/4/2011,11058,BK,General Section,NFIC,APS,
SC030404,"Aggelou , George",Mobile Ad Hoc Networks,,Tata McGraw Hill,2010,475,004,eng,SCGRANT,SCGRANT,Computer Science,525,INR,10/4/2011,11058,BK,General Section,NFIC,APS,
SC030405,Jang Michael,Red Hat Certified Engineer Linux Study Guide,,Tata McGraw Hill,2011,848,004,eng,SCGRANT,SCGRANT,Computer Science,625,INR,10/4/2011,11058,BK,General Section,NFIC,APS,
SC030406,Jang Michael,Red Hat Certified Engineer Linux Study Guide,,Tata McGraw Hill,2011,848,004,eng,SCGRANT,SCGRANT,Computer Science,625,INR,10/4/2011,11058,BK,General Section,NFIC,APS,
SC030407,Mclaughlin M.,Oracle Database 11g PL/ SQL Programming Workbook,,Tata McGraw Hill,2010,478,004,eng,SCGRANT,SCGRANT,Computer Science,525,INR,10/4/2011,11058,BK,General Section,NFIC,APS,
SC030408,sivanandam S.N.,Neural Networks using MATLAB 6.1,,Tata McGraw Hill,2011,656,004,eng,SCGRANT,SCGRANT,Computer Science,425,INR,10/4/2011,11058,BK,General Section,NFIC,APS,
SC030409,sivanandam S.N.,Neural Networks using MATLAB 6.0,,Tata McGraw Hill,2011,656,004,eng,SCGRANT,SCGRANT,Computer Science,425,INR,10/4/2011,11058,BK,General Section,NFIC,APS,
SC030410,"Singh, Brijendra",Data Communications and Computer Networks,,Prentice Hall of India,2009,357,004,eng,SCGRANT,SCGRANT,Computer Science,425,INR,10/4/2011,11058,BK,General Section,NFIC,APS,
SC030411,"Singh, Brijendra",Data Communications and Computer Networks,,Prentice Hall of India,2009,357,004,eng,SCGRANT,SCGRANT,Computer Science,425,INR,10/4/2011,11058,BK,General Section,NFIC,APS,
SC030412,"Singh, Brijendra",Networks Security and Management,,Prentice Hall of India,2009,326,004,eng,SCGRANT,SCGRANT,Computer Science,275,INR,10/4/2011,11058,BK,General Section,NFIC,APS,
SC030413,"Singh, Brijendra",Networks Security and Management,,Prentice Hall of India,2009,326,004,eng,SCGRANT,SCGRANT,Computer Science,275,INR,10/4/2011,11058,BK,General Section,NFIC,APS,
SC030414,"Singh, Brijendra",Networks Security and Management,,Prentice Hall of India,2009,326,004,eng,SCGRANT,SCGRANT,Computer Science,275,INR,10/4/2011,11058,BK,General Section,NFIC,APS,
SC030415,"Singh, Brijendra",Networks Security and Management,,Prentice Hall of India,2009,326,004,eng,SCGRANT,SCGRANT,Computer Science,275,INR,10/4/2011,11058,BK,General Section,NFIC,APS,
SC030416,Hays John P.,Computer Architecture & Organization,,Mcgraw hill,1998,604,004,eng,SCGRANT,SCGRANT,Computer Science,602.4,INR,10/4/2011,11058,BK,General Section,NFIC,APS,
SC030417,Hays John P.,Computer Architecture & Organization,,Mcgraw hill,1998,604,004,eng,SCGRANT,SCGRANT,Computer Science,602.4,INR,10/4/2011,11058,BK,General Section,NFIC,APS,
SC030418,"Rajaraman , V.",Parallel Computers Arch & Programming,,Prentice Hall of India,2011,376,004,eng,SCGRANT,SCGRANT,Computer Science,250,INR,10/4/2011,11058,BK,General Section,NFIC,APS,
SC030419,"Rajaraman , V.",Parallel Computers Arch & Programming,,Prentice Hall of India,2011,376,004,eng,SCGRANT,SCGRANT,Computer Science,250,INR,10/4/2011,11058,BK,General Section,NFIC,APS,
SC030420,Keshav S.,An Engineering Appoarch to Computer Net Working,,Pearson Education,2011,642,004,eng,SCGRANT,SCGRANT,Computer Science,550,INR,10/4/2011,11058,BK,General Section,NFIC,APS,
SC030421,Keshav S.,An Engineering Appoarch to Computer Net Working,,Pearson Education,2011,642,004,eng,SCGRANT,SCGRANT,Computer Science,550,INR,10/4/2011,11058,BK,General Section,NFIC,APS,
SC030422,Keshav S.,An Engineering Appoarch to Computer Net Working,,Pearson Education,2011,642,004,eng,SCGRANT,SCGRANT,Computer Science,550,INR,10/4/2011,11058,BK,General Section,NFIC,APS,
SC030423,Keshav S.,An Engineering Appoarch to Computer Net Working,,Pearson Education,2011,642,004,eng,SCGRANT,SCGRANT,Computer Science,550,INR,10/4/2011,11058,BK,General Section,NFIC,APS,
SC030424,Keshav S.,An Engineering Appoarch to Computer Net Working,,Pearson Education,2011,642,004,eng,SCGRANT,SCGRANT,Computer Science,550,INR,10/4/2011,11058,BK,General Section,NFIC,APS,
SC030425,Karray F.O.,Soft Computing & Intelligent Systems Design,,Pearson Education,2011,560,004,eng,SCGRANT,SCGRANT,Computer Science,575,INR,10/4/2011,11058,BK,General Section,NFIC,APS,
SC030426,Karray F.O.,Soft Computing & Intelligent Systems Design,,Pearson Education,2011,560,004,eng,SCGRANT,SCGRANT,Computer Science,575,INR,10/4/2011,11058,BK,General Section,NFIC,APS,
SC030427,Karray F.O.,Soft Computing & Intelligent Systems Design,,Pearson Education,2011,560,004,eng,SCGRANT,SCGRANT,Computer Science,575,INR,10/4/2011,11058,BK,General Section,NFIC,APS,
SC030428,"Duggal , S.K.",Limit State Design of Steel Structure,,Tata McGraw Hill,2011,835,624,eng,SCGRANT,SCGRANT,Civil Engineering,435,INR,10/5/2011,11062,BK,General Section,NFIC,APS,
SC030429,"Duggal , S.K.",Limit State Design of Steel Structure,,Tata McGraw Hill,2011,835,624,eng,SCGRANT,SCGRANT,Civil Engineering,435,INR,10/5/2011,11062,BK,General Section,NFIC,APS,
SC030430,"Duggal , S.K.",Limit State Design of Steel Structure,,Tata McGraw Hill,2011,835,624,eng,SCGRANT,SCGRANT,Civil Engineering,435,INR,10/5/2011,11062,BK,General Section,NFIC,APS,
SC030431,"Duggal , S.K.",Limit State Design of Steel Structure,,Tata McGraw Hill,2011,835,624,eng,SCGRANT,SCGRANT,Civil Engineering,435,INR,10/5/2011,11062,BK,General Section,NFIC,APS,
SC030432,"Duggal , S.K.",Limit State Design of Steel Structure,,Tata McGraw Hill,2011,835,624,eng,SCGRANT,SCGRANT,Civil Engineering,435,INR,10/5/2011,11062,BK,General Section,NFIC,APS,
SC030433,"Duggal , S.K.",Limit State Design of Steel Structure,,Tata McGraw Hill,2011,835,624,eng,SCGRANT,SCGRANT,Civil Engineering,435,INR,10/5/2011,11062,BK,General Section,NFIC,APS,
SC030434,"Duggal , S.K.",Limit State Design of Steel Structure,,Tata McGraw Hill,2011,835,624,eng,SCGRANT,SCGRANT,Civil Engineering,435,INR,10/5/2011,11062,BK,General Section,NFIC,APS,
SC030435,Lin / Burns,Design of Prestressed Concrete Structure,,Wiley,2010,646,624,eng,SCGRANT,SCGRANT,Civil Engineering,449,INR,10/5/2011,11062,BK,General Section,NFIC,APS,
SC030436,"Gambhir , M.L.",Building Materials,,Tata McGraw Hill,2011,633,624,eng,SCGRANT,SCGRANT,Civil Engineering,395,INR,10/5/2011,11062,BK,General Section,NFIC,APS,
SC030437,"Gambhir , M.L.",Building Materials,,Tata McGraw Hill,2011,633,624,eng,SCGRANT,SCGRANT,Civil Engineering,395,INR,10/5/2011,11062,BK,General Section,NFIC,APS,
SC030438,"Gambhir , M.L.",Building Materials,,Tata McGraw Hill,2011,633,624,eng,SCGRANT,SCGRANT,Civil Engineering,395,INR,10/5/2011,11062,BK,General Section,NFIC,APS,
SC030439,"Gambhir , M.L.",Building Materials,,Tata McGraw Hill,2011,633,624,eng,SCGRANT,SCGRANT,Civil Engineering,395,INR,10/5/2011,11062,BK,General Section,NFIC,APS,
SC030440,"Gambhir , M.L.",Building Materials,,Tata McGraw Hill,2011,633,624,eng,SCGRANT,SCGRANT,Civil Engineering,395,INR,10/5/2011,11062,BK,General Section,NFIC,APS,
SC030441,"Gambhir , M.L.",Building Materials,,Tata McGraw Hill,2011,633,624,eng,SCGRANT,SCGRANT,Civil Engineering,395,INR,10/5/2011,11062,BK,General Section,NFIC,APS,
SC030442,"Gambhir , M.L.",Building Materials,,Tata McGraw Hill,2011,633,624,eng,SCGRANT,SCGRANT,Civil Engineering,395,INR,10/5/2011,11062,BK,General Section,NFIC,APS,
SC030443,"Gambhir , M.L.",Building Materials,,Tata McGraw Hill,2011,633,624,eng,SCGRANT,SCGRANT,Civil Engineering,395,INR,10/5/2011,11062,BK,General Section,NFIC,APS,
SC030444,"Gambhir , M.L.",Building Materials,,Tata McGraw Hill,2011,633,624,eng,SCGRANT,SCGRANT,Civil Engineering,395,INR,10/5/2011,11062,BK,General Section,NFIC,APS,
SC030445,"Gambhir , M.L.",Building Materials,,Tata McGraw Hill,2011,633,624,eng,SCGRANT,SCGRANT,Civil Engineering,395,INR,10/5/2011,11062,BK,General Section,NFIC,APS,
SC030446,"Raghunath , H.M.",Strength of Materials,,New Age International,2010,282,624,eng,SCGRANT,SCGRANT,Civil Engineering,200,INR,10/5/2011,11062,BK,General Section,NFIC,APS,
SC030447,"Victor , D.J.",Essentials of Bridge Engineering,,Oxford Publication univer,2011,480,624,eng,SCGRANT,SCGRANT,Civil Engineering,360,INR,10/5/2011,11062,BK,General Section,NFIC,APS,
SC030448,"Victor , D.J.",Essentials of Bridge Engineering,,Oxford Publication univer,2011,480,624,eng,SCGRANT,SCGRANT,Civil Engineering,360,INR,10/5/2011,11062,BK,General Section,NFIC,APS,
SC030449,"Victor , D.J.",Essentials of Bridge Engineering,,Oxford Publication univer,2011,480,624,eng,SCGRANT,SCGRANT,Civil Engineering,360,INR,10/5/2011,11062,BK,General Section,NFIC,APS,
SC030450,"Victor , D.J.",Essentials of Bridge Engineering,,Oxford Publication univer,2011,480,624,eng,SCGRANT,SCGRANT,Civil Engineering,360,INR,10/5/2011,11062,BK,General Section,NFIC,APS,
SC030451,"Victor , D.J.",Essentials of Bridge Engineering,,Oxford Publication univer,2011,480,624,eng,SCGRANT,SCGRANT,Civil Engineering,360,INR,10/5/2011,11062,BK,General Section,NFIC,APS,
SC030452,Jai Krishna /Jain,Plain and Reinforced Concretet -I,Vol -I,Nem Chand,2007,699,624,eng,SCGRANT,SCGRANT,Civil Engineering,200,INR,10/5/2011,11063,BK,General Section,NFIC,APS,
SC030453,Jai Krishna /Jain,Plain and Reinforced Concretet -I,Vol -I,Nem Chand,2007,699,624,eng,SCGRANT,SCGRANT,Civil Engineering,200,INR,10/5/2011,11063,BK,General Section,NFIC,APS,
SC030454,Jai Krishna /Jain,Plain and Reinforced Concretet -I,Vol -I,Nem Chand,2007,699,624,eng,SCGRANT,SCGRANT,Civil Engineering,200,INR,10/5/2011,11063,BK,General Section,NFIC,APS,
SC030455,Jai Krishna /Jain,Plain and Reinforced Concretet -I,Vol -I,Nem Chand,2007,699,624,eng,SCGRANT,SCGRANT,Civil Engineering,200,INR,10/5/2011,11063,BK,General Section,NFIC,APS,
SC030456,Jai Krishna /Jain,Plain and Reinforced Concretet -I,Vol -I,Nem Chand,2007,699,624,eng,SCGRANT,SCGRANT,Civil Engineering,200,INR,10/5/2011,11063,BK,General Section,NFIC,APS,
SC030457,Jai Krishna /Jain,Plain and Reinforced Concretet -II,Vol-II,Nem Chand,2007,815,624,eng,SCGRANT,SCGRANT,Civil Engineering,250,INR,10/5/2011,11063,BK,General Section,NFIC,APS,
SC030458,Jai Krishna /Jain,Plain and Reinforced Concretet -II,Vol-II,Nem Chand,2007,815,624,eng,SCGRANT,SCGRANT,Civil Engineering,250,INR,10/5/2011,11063,BK,General Section,NFIC,APS,
SC030459,Jai Krishna /Jain,Plain and Reinforced Concretet -II,Vol-II,Nem Chand,2007,815,624,eng,SCGRANT,SCGRANT,Civil Engineering,250,INR,10/5/2011,11063,BK,General Section,NFIC,APS,
SC030460,Jai Krishna /Jain,Plain and Reinforced Concretet -II,Vol-II,Nem Chand,2007,815,624,eng,SCGRANT,SCGRANT,Civil Engineering,250,INR,10/5/2011,11063,BK,General Section,NFIC,APS,
SC030461,Jai Krishna /Jain,Plain and Reinforced Concretet -II,Vol-II,Nem Chand,2007,815,624,eng,SCGRANT,SCGRANT,Civil Engineering,250,INR,10/5/2011,11063,BK,General Section,NFIC,APS,
SC030462,Jain V.K.,High rise Building Complexes,,Khanna Publication,2010,932,624,eng,SCGRANT,SCGRANT,Civil Engineering,250,INR,10/5/2011,11063,BK,General Section,NFIC,APS,
SC030463,"Gopal , M.",Modern Control System Theory,,New Age International,2011,688,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,295,INR,10/5/2011,11064,BK,General Section,NFIC,APS,
SC030464,"Gopal , M.",Modern Control System Theory,,New Age International,2011,688,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,295,INR,10/5/2011,11064,BK,General Section,NFIC,APS,
SC030465,"Gopal , M.",Modern Control System Theory,,New Age International,2011,688,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,295,INR,10/5/2011,11064,BK,General Section,NFIC,APS,
SC030466,"Gopal , M.",Modern Control System Theory,,New Age International,2011,688,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,295,INR,10/5/2011,11064,BK,General Section,NFIC,APS,
